,Reaction_ID,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3
PHOA410um: 0.092 caro_c + 0.9 cholphya_c + photon410_e + 0.008 zeax_c --> 0.092 bcaro_exc_c + 0.9 chla_soret_exc_c + 0.008 zeax_exc_c,PHOA410um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOA430um: 0.138 caro_c + 0.85 cholphya_c + photon430_e + 0.012 zeax_c --> 0.138 bcaro_exc_c + 0.85 chla_soret_exc_c + 0.012 zeax_exc_c,PHOA430um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPH4S: ahdt_c + h2o_c --> acald_c + cph4_c + h_c + pppi_c,CPH4S,1782.0,1750.0,1631.0,1595.0,1518.0,1624.0,780.0,1191.0,1110.0
OGMEACPR: h_c + nadph_c + ogmeACP_c --> hgmeACP_c + nadp_c,OGMEACPR,2234.0,2534.0,2060.0,1930.0,1828.0,1535.0,1104.0,1304.0,1319.0
CDGS: cph4_c + h_c --> cdg_c + nh4_c,CDGS,4982.0,5690.0,4624.0,6152.0,5421.0,4533.0,3066.0,5104.0,5323.0
PHOA450um: 0.276 caro_c + 0.7 cholphya_c + photon450_e + 0.024 zeax_c --> 0.276 bcaro_exc_c + 0.7 chla_soret_exc_c + 0.024 zeax_exc_c,PHOA450um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOA470um: 0.92 caro_c + photon470_e + 0.08 zeax_c --> 0.92 bcaro_exc_c + 0.08 zeax_exc_c,PHOA470um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOA490um: 0.92 caro_c + photon490_e + 0.08 zeax_c --> 0.92 bcaro_exc_c + 0.08 zeax_exc_c,PHOA490um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCGS: atp_c + cdg_c + nh4_c --> adp_c + h2o_c + h_c + pi_c + preq0_c,CCGS,2925.0,3760.0,2858.0,3259.0,2996.0,2580.0,1504.0,2698.0,3091.0
CDGR: 3.0 h_c + 2.0 nadph_c + preq0_c --> 2.0 nadp_c + preq1_c,CDGR,4411.0,4084.0,4204.0,4491.0,3637.0,4193.0,2675.0,2756.0,3014.0
PHOA510um: 0.92 caro_c + photon510_e + 0.08 zeax_c --> 0.92 bcaro_exc_c + 0.08 zeax_exc_c,PHOA510um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOA530um: photon530_e + phycy_c --> phycy_exc_c,PHOA530um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLYCOI: ttclyco_c --> lycop_c,PLYCOI,21517.0,22235.0,17996.0,22419.0,21488.0,21133.0,10364.0,16681.0,14607.0
PHOA550um: photon550_e + phycy_c --> phycy_exc_c,PHOA550um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMTRI: amet_c + preqtrna_c --> ade_c + epxqtrna_c + h_c + met__L_c,SAMTRI,4520.0,4726.0,4126.0,4027.0,3881.0,4295.0,2296.0,2608.0,2696.0
EPXQR: epxqtrna_c + h_c + nadph_c --> h2o_c + nadp_c + quetrna_c,EPXQR,1576.0,1752.0,1358.0,1594.0,1566.0,1700.0,588.0,1328.0,1210.0
UPPRT: prpp_c + ura_c --> ppi_c + ump_c,UPPRT,2298.0,2424.0,2072.0,2220.0,2012.0,2264.0,1161.0,1610.0,1320.0
PHOA570um: photon570_e + phycy_c --> phycy_exc_c,PHOA570um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOA590um: photon590_e + phycy_c --> phycy_exc_c,PHOA590um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOA610um: photon610_e + phycy_c --> phycy_exc_c,PHOA610um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZCARDS: dczcaro_c + 2.0 pq_um --> 2.0 pqh2_um + ttclyco_c,ZCARDS,7909.0,8136.0,6940.0,7471.0,7304.0,6960.0,3520.0,5678.0,4576.0
PHOA630um: photon630_e + phycy_c --> phycy_exc_c,PHOA630um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOA650um: photon650_e + phycy_c --> phycy_exc_c,PHOA650um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOA670um: photon670_e + phycy_c --> phycy_exc_c,PHOA670um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPGD: h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c,UDPGD,inf,inf,inf,inf,inf,inf,inf,inf,inf
GMAND: gdpmann_c --> gdpddman_c + h2o_c,GMAND,1924.0,2142.0,1636.0,1714.0,1708.0,1596.0,936.0,1156.0,1018.0
GFUCS: gdpddman_c + h_c + nadph_c --> gdpfuc_c + nadp_c,GFUCS,780.0,843.0,724.0,686.0,617.0,722.0,366.0,512.0,432.0
PHOA690um: cholphya_c + photon690_e --> 0.9 chla_qy1_exc_c + 0.1 chla_qy2_exc_c,PHOA690um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADDP: h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,NADDP,2236.0,2174.0,2254.0,3071.0,2382.0,3706.0,1078.0,2196.0,2456.0
DM_pho_loss_c: pho_loss_c --> ,DM_pho_loss_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETCHLAS: chla_soret_exc_c --> 0.315 chla_qy1_exc_c + 0.035 chla_qy2_exc_c + 0.65 cholphya_c + 0.65 pho_loss_c,ETCHLAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETBCARO: bcaro_exc_c + 0.75 cholphya_c --> caro_c + 0.75 chla_qy1_exc_c + 0.25 pho_loss_c,ETBCARO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLIPAabcex: atp_c + colipacy_p + h2o_c --> adp_c + colipacy_e + h_c + pi_c,COLIPAabcex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLDCP1App: h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p,MLDCP1App,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDPGLC46DH: cdpglc_c --> cdp4dh6doglc_c + h2o_c,CDPGLC46DH,2303.0,2244.0,1906.0,2253.0,1800.0,1978.0,966.0,1350.0,1626.0
AACPS6: ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,AACPS6,13784.0,14736.0,12769.0,13643.0,12377.0,13221.0,9150.0,9774.0,9907.0
ALDR18: h_c + nadph_c + ocdcaACP_c --> ACP_c + nadp_c + ocdcal_c,ALDR18,19530.0,21380.0,16469.0,16625.0,17118.0,15460.0,7889.0,12165.0,10844.0
ALDDC17: h_c + 2.0 nadph_c + o2_c + ocdcal_c --> for_c + h2o_c + hpdcn_c + 2.0 nadp_c,ALDDC17,31595.0,34422.0,29934.0,33350.0,29297.0,29443.0,19796.0,20608.0,20384.0
ALCD19: glyald_c + h_c + nadh_c <=> glyc_c + nad_c,ALCD19,26013.0,25763.0,24926.0,30776.0,22042.0,27628.0,14875.0,18396.0,22539.0
THZT: 2c4mthzep_c --> cthzp_c,THZT,15153.0,15841.0,13773.0,16987.0,14474.0,17524.0,7956.0,11197.0,11864.0
MLDCP1Bpp: h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p,MLDCP1Bpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHYPQOX: phyto_c + 2.0 pq_um --> 2.0 pqh2_um + tczcaro_c,PHYPQOX,17937.0,17591.0,14215.0,15700.0,14073.0,14396.0,8995.0,9804.0,8187.0
MLDCP2App: h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p,MLDCP2App,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLDCP2Bpp: h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p,MLDCP2Bpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LALGP: LalaLglu_c + h2o_c --> ala__L_c + glu__L_c,LALGP,inf,inf,inf,inf,inf,inf,inf,inf,inf
AGM4Pt2pp: anhgm4p_p + h_p --> anhgm4p_c + h_c,AGM4Pt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGMt2pp: anhgm_p + h_p --> anhgm_c + h_c,AGMt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXANHX: calxan_c + h_c + nadph_c + o2_c --> h2o_c + nadp_c + nstxan_c,CXANHX,8270.0,8292.0,8013.0,8669.0,7052.0,9451.0,5373.0,5050.0,6302.0
OGMEACPS: h_c + malACP_c + malcoame_c --> co2_c + coa_c + ogmeACP_c,OGMEACPS,35729.0,39927.0,34178.0,31131.0,31799.0,31333.0,19371.0,26237.0,21407.0
A5PISO: ru5p__D_c <=> ara5p_c,A5PISO,4596.0,4817.0,4005.0,4962.0,4271.0,4573.0,2573.0,3487.0,3798.0
KDOPS: ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c,KDOPS,11884.0,12694.0,11475.0,11112.0,9274.0,9671.0,6559.0,6914.0,8202.0
KDOPP: h2o_c + kdo8p_c --> kdo_c + pi_c,KDOPP,5056.0,5336.0,4869.0,5062.0,4289.0,4607.0,2899.0,3264.0,3428.0
EX_meoh_e: meoh_e --> ,EX_meoh_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO2tex: no2_e <=> no2_p,NO2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDOCT2: ctp_c + kdo_c --> ckdo_c + ppi_c,KDOCT2,1540.0,1648.0,1216.0,1514.0,1224.0,1076.0,698.0,1022.0,1102.0
EGMEACPR: egmeACP_c + h_c + nadph_c --> gmeACP_c + nadp_c,EGMEACPR,3429.0,3898.0,2942.0,2835.0,3064.0,2580.0,2068.0,2088.0,1642.0
DXYTST: dxyl5p_c + imgly_c + thissh_c --> 2c4mthzep_c + 2.0 h2o_c + h_c + this_c,DXYTST,3737.0,4032.0,3918.0,3887.0,3142.0,3698.0,2316.0,2358.0,2934.0
UAG2E: uacgam_c <=> uacmam_c,UAG2E,3506.0,4068.0,3042.0,3750.0,3498.0,3496.0,1706.0,3266.0,2872.0
OANTS: 2.2481 gdpmann_c + 0.0999 udpg_c + 0.2775 udpgal_c --> 2.2481 gdp_c + 2.6255 h_c + oanticy_c + 0.3774 udp_c,OANTS,1526.0,1432.0,1374.0,1420.0,1272.0,1340.0,702.0,884.0,856.0
ACGAMT: uacgam_c + udcpp_c --> ump_c + unaga_c,ACGAMT,10944.0,12302.0,10405.0,10852.0,10565.0,11158.0,5486.0,9317.0,8334.0
Htabcpp: atp_c + h2o_c + h_p --> adp_c + 2.0 h_c + pi_c,Htabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETAPCPSII: allocy_exc_c + 0.95 cholphya_c --> allocy_c + 0.95 chla_qy2_exc_c + 0.05 pho_loss_c,ETAPCPSII,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STCHLPSIum: chla_qy2_exc_c --> 0.9 chla_qy1_exc_c + 0.1 cholphya_c + 0.1 pho_loss_c,STCHLPSIum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEXZEAX: zeax_exc_c --> pho_loss_c + zeax_c,DEXZEAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFOR: coa_c + fldox_c + h_c + pyr_c --> accoa_c + co2_c + fldrd_c,PFOR,36339.0,38363.0,42768.0,41773.0,31790.0,42418.0,23458.0,20425.0,24910.0
ACMAMT: uacmam_c + unaga_c --> h_c + udp_c + unagam_c,ACMAMT,4723.0,5426.0,4616.0,5812.0,4450.0,4410.0,2954.0,4140.0,6274.0
ICLIPAabcpp: atp_c + h2o_c + icolipacy_c --> adp_c + h_c + icolipacy_p + pi_c,ICLIPAabcpp,15294.0,15400.0,12145.0,13508.0,12423.0,11478.0,6455.0,9497.0,9410.0
ICLIPAS: 0.3128 gdpfuc_c + 0.0865 kdolipid4cy_c + 0.0558 unagam_c --> 0.3128 gdp_c + icolipacy_c + 0.0558 udcpdp_c,ICLIPAS,1106.0,1274.0,923.0,1361.0,1180.0,956.0,562.0,1117.0,974.0
MOAT_1: ckdo_c + lipidAds2_c --> cmp_c + kdolipid4cy_c,MOAT_1,1102.0,1180.0,872.0,1224.0,1028.0,958.0,462.0,772.0,699.0
MPTG: 2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,MPTG,4195.0,4096.0,3274.0,3688.0,3396.0,3224.0,1934.0,2592.0,2150.0
MPTG2: murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,MPTG2,4195.0,4096.0,3274.0,3688.0,3396.0,3224.0,1934.0,2592.0,2150.0
UAGPT3: uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,UAGPT3,1346.0,1404.0,1142.0,1376.0,1332.0,1324.0,704.0,981.0,890.0
GLYCOX1: gly_c + o2_c --> h2o2_c + imgly_c,GLYCOX1,11690.0,12846.0,10911.0,13250.0,12373.0,12803.0,6538.0,9350.0,9395.0
UM4PL: LalaDgluMdapDala_c + atp_c + uamr_c --> adp_c + h_c + pi_c + um4p_c,UM4PL,12476.0,14068.0,11469.0,11006.0,11920.0,11119.0,6390.0,7626.0,7224.0
UM3PL: LalaDgluMdap_c + atp_c + uamr_c --> adp_c + h_c + pi_c + ugmd_c,UM3PL,12476.0,14068.0,11469.0,11006.0,11920.0,11119.0,6390.0,7626.0,7224.0
PAPPT3: udcpp_c + ugmda_c --> uagmda_c + ump_c,PAPPT3,11390.0,11171.0,9599.0,9680.0,8998.0,8444.0,5328.0,7776.0,5484.0
OANTIabcpp: atp_c + h2o_c + oanticy_c --> adp_c + h_c + oanticy_p + pi_c,OANTIabcpp,2918.0,2935.0,2342.0,2675.0,2412.0,2340.0,1256.0,1912.0,1646.0
OANTILpp: icolipacy_p + oanticy_p --> colipacy_p + h2o_p,OANTILpp,2918.0,2935.0,2342.0,2675.0,2412.0,2340.0,1256.0,1912.0,1646.0
MDDCP1pp: h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p,MDDCP1pp,12135.0,13566.0,11628.0,15232.0,14074.0,15229.0,7487.0,12578.0,11806.0
MDDCP2pp: h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p,MDDCP2pp,12135.0,13566.0,11628.0,15232.0,14074.0,15229.0,7487.0,12578.0,11806.0
STACPSI: allocy_exc_c + 0.9 cholphya_c --> allocy_c + 0.9 chla_qy1_exc_c + 0.1 pho_loss_c,STACPSI,32748.0,34608.0,33705.0,28937.0,25989.0,28615.0,37114.0,20542.0,19472.0
UDCPDP: h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c,UDCPDP,2900.0,3104.0,2538.0,2692.0,2464.0,2674.0,1368.0,1832.0,1820.0
MLTGY1pp: murein4p4p_p --> 2.0 anhgm4p_p,MLTGY1pp,2376.0,2638.0,2260.0,2424.0,2672.0,2521.0,1368.0,1948.0,1382.0
ETCPC: allocy_c + phycy_exc_c --> allocy_exc_c + phycy_c,ETCPC,880.0,1074.0,740.0,794.0,716.0,704.0,600.0,510.0,560.0
GLYCOX2: h2o_c + imgly_c --> glx_c + nh4_c,GLYCOX2,11690.0,12846.0,10911.0,13250.0,12373.0,12803.0,6538.0,9350.0,9395.0
NO2tabcpp: atp_c + h2o_c + no2_p --> adp_c + h_c + no2_c + pi_c,NO2tabcpp,1254.0,1346.0,1184.0,700.0,812.0,792.0,654.0,494.0,356.0
MLTGY2pp: murein4p3p_p --> anhgm3p_p + anhgm4p_p,MLTGY2pp,2376.0,2638.0,2260.0,2424.0,2672.0,2521.0,1368.0,1948.0,1382.0
MLTGY3pp: murein3p3p_p --> 2.0 anhgm3p_p,MLTGY3pp,2376.0,2638.0,2260.0,2424.0,2672.0,2521.0,1368.0,1948.0,1382.0
MLTGY4pp: murein4px4p4p_p --> anhgm4p_p + murein4px4p_p,MLTGY4pp,2376.0,2638.0,2260.0,2424.0,2672.0,2521.0,1368.0,1948.0,1382.0
AGM4PA: anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c,AGM4PA,6040.0,6208.0,5314.0,5521.0,4840.0,5330.0,3236.0,3684.0,2912.0
FALGTHLs: fald_c + gthrd_c --> hmgth_c,FALGTHLs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLtex: cl_e <=> cl_p,CLtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e: cl_e --> ,EX_cl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM3PA: anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c,AM3PA,6040.0,6208.0,5314.0,5521.0,4840.0,5330.0,3236.0,3684.0,2912.0
AM4PA: anhm4p_c + h2o_c --> LalaDgluMdapDala_c + anhm_c,AM4PA,6040.0,6208.0,5314.0,5521.0,4840.0,5330.0,3236.0,3684.0,2912.0
SK_fum_c: fum_c --> ,SK_fum_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALCOAMT: amet_c + malcoa_c --> ahcys_c + malcoame_c,MALCOAMT,496.0,464.0,458.0,500.0,400.0,428.0,202.0,394.0,374.0
DM_succ_c: succ_c --> ,DM_succ_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM3PApp: anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p,AGM3PApp,4090.0,4620.0,3352.0,4441.0,3974.0,3439.0,2010.0,3466.0,2793.0
AGM4PApp: anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p,AGM4PApp,4090.0,4620.0,3352.0,4441.0,3974.0,3439.0,2010.0,3466.0,2793.0
UM4PCP: h2o_c + um4p_c --> ala__D_c + ugmd_c,UM4PCP,3578.0,3940.0,3205.0,4011.0,3352.0,3724.0,1738.0,2828.0,2940.0
SK_akg_c: akg_c --> ,SK_akg_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDRPD: 5mdru1p_c --> dkmpp_c + h2o_c,MDRPD,1266.0,1414.0,1048.0,1378.0,1230.0,1214.0,558.0,935.0,772.0
NGAM_D1um: 360.0 atp_c + 720.0 gtp_c + 1080.0 h2o_c + ps2d1_exc_um --> 360.0 adp_c + 720.0 gdp_c + 1080.0 h_c + 1080.0 pi_c + ps2d1_um,NGAM_D1um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSICRum: o2_c + p700_exc_um + pcrd_u --> o2s_c + p700_um + pcox_u,PSICRum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM4PCP: anhm4p_c + h2o_c --> ala__D_c + anhm3p_c,AM4PCP,3578.0,3940.0,3205.0,4011.0,3352.0,3724.0,1738.0,2828.0,2940.0
4PCP: LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala__D_c,4PCP,3578.0,3940.0,3205.0,4011.0,3352.0,3724.0,1738.0,2828.0,2940.0
AGM4PCP: anhgm4p_c + h2o_c --> ala__D_c + anhgm3p_c,AGM4PCP,3578.0,3940.0,3205.0,4011.0,3352.0,3724.0,1738.0,2828.0,2940.0
AGMH: anhgm_c + h2o_c --> acgam_c + anhm_c,AGMH,4301.0,4308.0,3058.0,4235.0,3618.0,3692.0,1886.0,2863.0,3006.0
PSIICRum: p680_exc_um + 0.01 ps2d1_um --> p680_um + 0.01 ps2d1_exc_um,PSIICRum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_ac_c: ac_c --> ,DM_ac_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM3PH: anhgm3p_c + h2o_c --> acgam_c + anhm3p_c,AGM3PH,4301.0,4308.0,3058.0,4235.0,3618.0,3692.0,1886.0,2863.0,3006.0
DM_lac__D_c: lac__D_c --> ,DM_lac__D_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENOPH: dkmpp_c + h2o_c --> dhmtp_c + pi_c,ENOPH,2476.0,2444.0,1764.0,2032.0,2155.0,1838.0,960.0,1464.0,1202.0
NGAM: o2_c + 2.0 pqh2_um --> 2.0 h2o_c + 2.0 pq_um,NGAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QULNS: dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,QULNS,18234.0,17742.0,19579.0,23661.0,15911.0,23205.0,12102.0,13274.0,16108.0
AGM4PH: anhgm4p_c + h2o_c --> acgam_c + anhm4p_c,AGM4PH,4301.0,4308.0,3058.0,4235.0,3618.0,3692.0,1886.0,2863.0,3006.0
LADGMDH: LalaDgluMdap_c + h2o_c --> 26dap__M_c + LalaDglu_c,LADGMDH,4497.0,4287.0,4240.0,4086.0,3466.0,3720.0,2130.0,2604.0,2610.0
ILETA: akg_c + ile__L_c <=> 3mop_c + glu__L_c,ILETA,11074.0,10683.0,10955.0,12181.0,8845.0,11030.0,7707.0,6633.0,7128.0
ALAGLUE: LalaDglu_c <=> LalaLglu_c,ALAGLUE,780.0,916.0,632.0,854.0,828.0,682.0,386.0,582.0,624.0
CELLSYN: glc__D_c + udpg_c --> b14glucan_c + h2o_c + h_c + udp_c,CELLSYN,12101.0,11266.0,11303.0,10819.0,9874.0,11226.0,6968.0,6594.0,6393.0
ALAALAabcpp: alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c,ALAALAabcpp,3080.0,3420.0,2596.0,3579.0,2750.0,3024.0,1716.0,2086.0,2366.0
LEUTA: akg_c + leu__L_c <=> 4mop_c + glu__L_c,LEUTA,11074.0,10683.0,10955.0,12181.0,8845.0,11030.0,7707.0,6633.0,7128.0
ARD: dhmtp_c + o2_c --> 2kmb_c + for_c + 2.0 h_c,ARD,9583.0,9691.0,8966.0,10950.0,9319.0,11116.0,5630.0,8149.0,8987.0
VALTA: akg_c + val__L_c <=> 3mob_c + glu__L_c,VALTA,11074.0,10683.0,10955.0,12181.0,8845.0,11030.0,7707.0,6633.0,7128.0
NDPK3: atp_c + cdp_c <=> adp_c + ctp_c,NDPK3,19433.0,19279.0,18559.0,18909.0,15072.0,18688.0,12498.0,11169.0,10601.0
NDPK6: atp_c + dudp_c <=> adp_c + dutp_c,NDPK6,19433.0,19279.0,18559.0,18909.0,15072.0,18688.0,12498.0,11169.0,10601.0
NDPK1: atp_c + gdp_c <=> adp_c + gtp_c,NDPK1,19433.0,19279.0,18559.0,18909.0,15072.0,18688.0,12498.0,11169.0,10601.0
4PEPTabcpp: LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,4PEPTabcpp,3080.0,3420.0,2596.0,3579.0,2750.0,3024.0,1716.0,2086.0,2366.0
ALAALAD: alaala_c + h2o_c --> 2.0 ala__D_c,ALAALAD,3754.0,3902.0,3242.0,3747.0,3224.0,3623.0,1791.0,2746.0,2478.0
ADPGLC: adpglc_c + h2o_c --> amp_c + g1p_c + 2.0 h_c,ADPGLC,4743.0,4573.0,4189.0,4685.0,3879.0,4415.0,2670.0,3204.0,3469.0
NDPK8: atp_c + dadp_c <=> adp_c + datp_c,NDPK8,19433.0,19279.0,18559.0,18909.0,15072.0,18688.0,12498.0,11169.0,10601.0
UNK3: 2kmb_c + glu__L_c --> akg_c + met__L_c,UNK3,3758.0,4075.0,2978.0,3726.0,3996.0,3886.0,1710.0,3834.0,3288.0
NDPK5: atp_c + dgdp_c <=> adp_c + dgtp_c,NDPK5,19433.0,19279.0,18559.0,18909.0,15072.0,18688.0,12498.0,11169.0,10601.0
DALAabcpp: ala__D_p + atp_c + h2o_c --> adp_c + ala__D_c + h_c + pi_c,DALAabcpp,3080.0,3420.0,2596.0,3579.0,2750.0,3024.0,1716.0,2086.0,2366.0
NDPK4: atp_c + dtdp_c <=> adp_c + dttp_c,NDPK4,19433.0,19279.0,18559.0,18909.0,15072.0,18688.0,12498.0,11169.0,10601.0
ZISO: tczcaro_c --> dczcaro_c,ZISO,1898.0,2012.0,1594.0,2199.0,1832.0,1818.0,928.0,1524.0,1360.0
NDPK2: atp_c + udp_c <=> adp_c + utp_c,NDPK2,19433.0,19279.0,18559.0,18909.0,15072.0,18688.0,12498.0,11169.0,10601.0
3OAR180: 3ooctdACP_c + h_c + nadph_c <=> 3hoctaACP_c + nadp_c,3OAR180,2234.0,2534.0,2060.0,1930.0,1828.0,1535.0,1104.0,1304.0,1319.0
3OAR140: 3omrsACP_c + h_c + nadph_c <=> 3hmrsACP_c + nadp_c,3OAR140,2234.0,2534.0,2060.0,1930.0,1828.0,1535.0,1104.0,1304.0,1319.0
PAPA160: h2o_c + pa160_c --> 12dgr160_c + pi_c,PAPA160,1762.0,2136.0,1394.0,1594.0,1492.0,1508.0,702.0,1194.0,1182.0
PHEOASE: h2o_c + phptna_c --> h_c + phphbda_c + phytol_c,PHEOASE,7497.0,7197.0,7064.0,9192.0,6449.0,7724.0,4960.0,5327.0,6868.0
PAPA_HDE_PALM: h2o_c + pa1619Z160_c --> 12dgr1619Z160_c + pi_c,PAPA_HDE_PALM,1762.0,2136.0,1394.0,1594.0,1492.0,1508.0,702.0,1194.0,1182.0
PAPA161: h2o_c + pa161_c --> 12dgr161_c + pi_c,PAPA161,1762.0,2136.0,1394.0,1594.0,1492.0,1508.0,702.0,1194.0,1182.0
PAPA_OLE_HDE: h2o_c + pa1819Z1619Z_c --> 12dgr1819Z1619Z_c + pi_c,PAPA_OLE_HDE,1762.0,2136.0,1394.0,1594.0,1492.0,1508.0,702.0,1194.0,1182.0
ACGK: acglu_c + atp_c --> acg5p_c + adp_c,ACGK,11012.0,12035.0,10832.0,10047.0,10530.0,10629.0,4899.0,7457.0,6462.0
MCTP2App: murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p,MCTP2App,37876.0,40415.0,32169.0,39613.0,36293.0,35001.0,21160.0,29303.0,24175.0
MCTP1App: murein5p5p_p --> ala__D_p + murein5px4p_p,MCTP1App,37876.0,40415.0,32169.0,39613.0,36293.0,35001.0,21160.0,29303.0,24175.0
MCTP1Bpp: murein5p5p_p --> alaala_p + murein5px3p_p,MCTP1Bpp,37876.0,40415.0,32169.0,39613.0,36293.0,35001.0,21160.0,29303.0,24175.0
LEUabcpp: atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c,LEUabcpp,642.0,700.0,610.0,668.0,556.0,618.0,406.0,390.0,446.0
ACLSa: h_c + pyr_c + thmpp_c --> 2ahethmpp_c + co2_c,ACLSa,11343.0,12675.0,11333.0,14149.0,10752.0,11345.0,8760.0,9664.0,11162.0
SULabcpp: atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c,SULabcpp,2238.0,2342.0,1909.0,2116.0,1845.0,2024.0,1156.0,1472.0,1400.0
PAPA_OLE_PALM: h2o_c + pa1819Z160_c --> 12dgr1819Z160_c + pi_c,PAPA_OLE_PALM,1762.0,2136.0,1394.0,1594.0,1492.0,1508.0,702.0,1194.0,1182.0
TYRTA: akg_c + tyr__L_c <=> 34hpp_c + glu__L_c,TYRTA,5045.0,6249.0,4732.0,4953.0,4668.0,4555.0,3278.0,3812.0,3690.0
